Id, Situacao, qntElementos, Média, espaçoVazio
1384,alocado,111,17879,1984581
1385,alocado,111,17769,1972450
1075,liberado,111,17371,1928228
1386,alocado,111,17497,1942255
1268,liberado,111,17349,1925752
1387,alocado,112,17629,1974529
1388,alocado,112,17545,1965073
1316,liberado,112,17464,1956051
1076,liberado,112,17550,1965704
1077,liberado,112,18062,2022990
1226,liberado,112,18422,2063277
1389,alocado,113,18460,2086077
1390,alocado,113,18045,2039145
1080,liberado,113,17950,2028420
1081,liberado,113,18440,2083785
1337,liberado,113,18571,2098552
1391,alocado,113,18984,2145304
1132,liberado,112,19150,2144882
1392,alocado,112,19586,2193698
1082,liberado,112,19299,2161514
1083,liberado,112,19720,2208686
1087,liberado,112,20203,2262804
1103,liberado,112,20753,2324351
1088,liberado,112,20992,2351121
1393,alocado,112,21478,2405600
1093,liberado,112,20989,2350861
1089,liberado,112,21330,2389016
1394,alocado,112,21486,2406479
1091,liberado,112,21274,2382778
1395,alocado,112,21804,2442085
1396,alocado,112,21232,2378019
1104,liberado,112,21058,2358507
1094,liberado,112,21186,2372841
1397,alocado,112,21764,2437605
1354,liberado,112,21731,2433905
1398,alocado,112,21936,2456856
1366,liberado,112,21426,2399764
1196,liberado,112,21960,2459576
1095,liberado,112,22039,2468447
1399,alocado,112,22169,2482974
1100,liberado,112,21790,2440586
1101,liberado,112,21991,2463087
1400,alocado,112,22110,2476409
1102,liberado,112,21819,2443743
1401,alocado,112,22212,2487791
1402,alocado,112,22151,2480920
1403,alocado,112,21983,2462150
1278,liberado,112,21482,2406012
1404,alocado,112,21677,2427897
1105,liberado,112,21373,2393839
1106,liberado,112,21683,2428543
1405,alocado,112,21804,2442114
1406,alocado,112,21548,2413472
1407,alocado,112,20992,2351124
1408,alocado,112,20936,2344895
1409,alocado,112,20822,2332093
1108,liberado,112,20785,2327925
1109,liberado,112,21156,2369551
1294,liberado,112,21375,2394098
1110,liberado,112,21455,2403051
1410,alocado,112,21797,2441334
1111,liberado,112,21595,2418728
1112,liberado,112,21621,2421641
1113,liberado,112,21688,2429126
1411,alocado,112,21936,2456840
1412,alocado,112,21930,2456179
1114,liberado,112,21560,2414754
1115,liberado,111,22074,2450259
1116,liberado,111,22444,2491353
1413,alocado,111,22589,2507442
1118,liberado,111,22185,2462598
1414,alocado,110,22837,2512112
1119,liberado,110,22604,2486549
1410,liberado,110,22606,2486762
1415,alocado,110,22812,2509368
1416,alocado,110,22668,2493515
1417,alocado,110,22452,2469723
1120,liberado,110,22197,2441740
1393,liberado,109,22696,2473904
1343,liberado,109,23198,2528643
1418,alocado,110,23403,2574432
1419,alocado,110,22957,2525305
1241,liberado,110,22391,2463029
1420,alocado,110,22628,2489135
1367,liberado,110,22480,2472802
1421,alocado,110,22852,2513782
1178,liberado,110,22651,2491667
1422,alocado,110,23137,2545157
1423,alocado,110,23083,2539219
1121,liberado,110,22749,2502452
1389,liberado,110,23036,2534052
1317,liberado,110,23463,2580984
1424,alocado,110,23628,2599172
1425,alocado,110,23426,2576928
1123,liberado,110,23417,2575871
1426,alocado,110,23435,2577896
1124,liberado,110,22855,2514140
1125,liberado,110,22964,2526119
1126,liberado,110,23399,2573943
1128,liberado,110,23856,2624214
1131,liberado,110,24118,2653060
1427,alocado,109,24610,2682551
1428,alocado,109,24448,2664865
1133,liberado,109,24203,2638156
1429,alocado,109,24441,2664143
1430,alocado,109,24222,2640277
1431,alocado,109,23843,2598939
1134,liberado,109,23740,2587701
1432,alocado,109,23905,2605649
1135,liberado,109,23363,2546610
1433,alocado,109,23493,2560781
1434,alocado,109,23123,2520486
1435,alocado,109,23030,2510337
1136,liberado,109,22719,2476438
1436,alocado,109,22859,2491669
1137,liberado,109,22522,2454968
1432,liberado,109,22949,2501458
1269,liberado,109,23490,2560497
1437,alocado,108,23802,2570661
1138,liberado,108,23455,2533188
1438,alocado,108,23858,2576753
1139,liberado,108,23820,2572640
1439,alocado,108,24112,2604120
1440,alocado,108,23923,2583715
1441,alocado,108,23528,2541099
1442,alocado,108,23029,2487148
1443,alocado,108,22553,2435818
1140,liberado,108,22180,2395453
1444,alocado,108,22337,2412417
1445,alocado,108,21969,2372670
1145,liberado,108,21741,2348067
1412,liberado,108,21998,2375826
1146,liberado,108,22381,2417251
1446,alocado,108,22589,2439683
1447,alocado,108,22219,2399721
1147,liberado,108,22171,2394480
1448,alocado,108,22364,2415353
1148,liberado,108,22132,2390312
1449,alocado,108,22429,2422410
1391,liberado,108,22078,2384529
1149,liberado,109,21880,2384951
1388,liberado,109,22140,2413300
1450,alocado,108,22428,2422322
1451,alocado,108,21851,2359957
1452,alocado,108,21548,2327242
1150,liberado,108,21010,2269106
1453,alocado,108,21385,2309604
1429,liberado,108,21258,2295949
1152,liberado,108,21479,2319815
1153,liberado,108,21792,2353609
1194,liberado,108,21794,2353833
1454,alocado,107,22412,2398111
1270,liberado,107,22389,2395626
1455,alocado,107,22566,2414581
1155,liberado,107,22239,2379606
1156,liberado,107,22701,2429039
1456,alocado,107,23009,2461998
1157,liberado,107,22798,2439395
1457,alocado,107,22948,2455444
1158,liberado,107,22864,2446491
1383,liberado,107,23100,2471738
1335,liberado,107,23194,2481769
1458,alocado,107,23205,2483040
1159,liberado,107,22646,2423170
1459,alocado,107,23233,2485999
1160,liberado,107,23019,2463081
1161,liberado,107,23231,2485772
1162,liberado,107,23715,2537590
1460,alocado,107,23839,2550794
1461,alocado,107,23637,2529211
1462,alocado,107,23574,2522487
1463,alocado,107,23205,2483000
1464,alocado,107,23039,2465243
1465,alocado,107,22446,2401818
1402,liberado,107,22238,2379487
1466,alocado,107,22413,2398257
1467,alocado,107,21851,2338104
1468,alocado,107,21756,2327949
1469,alocado,107,21245,2273255
1470,alocado,107,21049,2252250
1163,liberado,107,20633,2207815
1471,alocado,107,21199,2268311
1472,alocado,107,20810,2226714
1473,alocado,107,20699,2214843
1474,alocado,107,20403,2183174
1475,alocado,107,20388,2181580
1476,alocado,107,20181,2159387
1164,liberado,107,19833,2122210
1477,alocado,107,20310,2173252
1478,alocado,107,20005,2140554
1479,alocado,107,19887,2127933
1165,liberado,107,19617,2099082
1166,liberado,107,19689,2106818
1167,liberado,107,19690,2106844
1480,alocado,107,20004,2140468
1286,liberado,107,19523,2089037
1283,liberado,106,19887,2108074
1416,liberado,106,20269,2148596
1481,alocado,107,20302,2172388
1168,liberado,107,20053,2145695
1170,liberado,107,20166,2157846
1172,liberado,107,20705,2215476
1482,alocado,107,20795,2225086
1173,liberado,107,20197,2161115
1174,liberado,107,20662,2210899
1483,alocado,107,20872,2233330
1260,liberado,107,20454,2188599
1484,alocado,108,20273,2189502
1485,alocado,108,20184,2179930
1486,alocado,108,19802,2138713
1439,liberado,108,19499,2105968
1175,liberado,108,19688,2126373
1487,alocado,108,20091,2169837
1176,liberado,108,19600,2116890
1488,alocado,108,19842,2143040
1403,liberado,108,19511,2107254
1489,alocado,109,19847,2163392
1179,liberado,109,19764,2154383
1490,alocado,109,20288,2211466
1491,alocado,109,20252,2207512
1492,alocado,109,19767,2154672
1493,alocado,109,19662,2143168
1494,alocado,109,19506,2126204
1495,alocado,109,19193,2092094
1180,liberado,109,18842,2053883
1496,alocado,109,19012,2072361
1181,liberado,109,18528,2019615
1182,liberado,109,18709,2039314
1311,liberado,109,18742,2042983
1183,liberado,109,19030,2074362
1497,alocado,109,19610,2137567
1184,liberado,109,19302,2103980
1185,liberado,109,19764,2154354
1433,liberado,108,20337,2196424
1498,alocado,108,20710,2236719
1499,alocado,108,20632,2228261
1186,liberado,108,20370,2200018
1500,alocado,108,20899,2257102
1243,liberado,108,20537,2218031
1501,alocado,108,20611,2226070
1502,alocado,108,20516,2215835
1503,alocado,108,20152,2176515
1425,liberado,108,19864,2145325
1187,liberado,109,19691,2146382
1188,liberado,109,19910,2170282
1504,alocado,109,20084,2189173
1189,liberado,109,19818,2160165
1505,alocado,109,20297,2212459
1506,alocado,109,20284,2211044
1507,alocado,109,20214,2203430
1508,alocado,109,19880,2167026
1190,liberado,109,19479,2123229
1509,alocado,109,19786,2156781
1510,alocado,109,19746,2152379
1215,liberado,109,19646,2141493
1511,alocado,109,20055,2186085
1512,alocado,109,19808,2159165
1472,liberado,109,19616,2138160
1513,alocado,109,19725,2150031
1514,alocado,109,19299,2103659
1515,alocado,109,19285,2102160
1516,alocado,109,19152,2087670
1517,alocado,109,18882,2058224
1518,alocado,109,18386,2004096
1519,alocado,109,17987,1960602
1520,alocado,109,17854,1946140
1191,liberado,109,17474,1904694
1420,liberado,109,17582,1916466
1192,liberado,110,17570,1932799
1521,alocado,110,17932,1972546
1522,alocado,110,17807,1958866
1523,alocado,110,17608,1936907
1193,liberado,110,17381,1911950
1524,alocado,110,17812,1959341
1525,alocado,110,17727,1950023
1526,alocado,110,17649,1941405
1195,liberado,110,17604,1936530
1197,liberado,110,17607,1936839
1527,alocado,110,17813,1959487
1528,alocado,110,17431,1917452
1529,alocado,110,17384,1912285
1530,alocado,110,16991,1869029
1531,alocado,110,16627,1828997
1199,liberado,110,16227,1785043
1504,liberado,110,16299,1792958
1532,alocado,111,16414,1821966
1200,liberado,111,16278,1806948
1533,alocado,111,16728,1856877
1534,alocado,111,16211,1799515
1201,liberado,111,15867,1761273
1202,liberado,111,16309,1810308
1203,liberado,111,16779,1862497
1535,alocado,111,16889,1874689
1204,liberado,111,16823,1867363
1536,alocado,111,17018,1889002
1205,liberado,111,16496,1831127
1206,liberado,110,17111,1882249
1537,alocado,109,17384,1894892
1207,liberado,109,17043,1857723
1538,alocado,109,17105,1864509
1539,alocado,109,16708,1821260
1540,alocado,109,16687,1818888
1541,alocado,109,16125,1757626
1542,alocado,109,15644,1705271
1543,alocado,109,15506,1690262
1208,liberado,109,15366,1674993
1544,alocado,108,16048,1733243
1542,liberado,108,16013,1729457
1545,alocado,108,16152,1744466
1209,liberado,108,16034,1731740
1210,liberado,108,16297,1760128
1546,alocado,108,16682,1801668
1547,alocado,108,16270,1757262
1548,alocado,108,16070,1735629
1211,liberado,108,15722,1697976
1212,liberado,108,16124,1741399
1213,liberado,108,16544,1786847
1214,liberado,107,16804,1798040
1549,alocado,107,17241,1844854
1550,alocado,107,16929,1811435
1216,liberado,107,16605,1776823
1217,liberado,107,16676,1784377
1551,alocado,107,17160,1836172
1552,alocado,107,17138,1833840
1553,alocado,107,16943,1812932
1218,liberado,107,16453,1760491
1219,liberado,107,16779,1795353
1554,alocado,107,16966,1815459
1220,liberado,107,16946,1813229
1555,alocado,107,17137,1833717
1290,liberado,107,16987,1817660
1556,alocado,108,16923,1827774
1221,liberado,108,16632,1796279
1557,alocado,108,16758,1809902
1223,liberado,108,16163,1745660
1399,liberado,108,16617,1794721
1224,liberado,107,17169,1837109
1225,liberado,107,17420,1863948
1558,alocado,107,17917,1917167
1227,liberado,107,17810,1905766
1559,alocado,107,17815,1906301
1229,liberado,107,17436,1865735
1502,liberado,107,17563,1879266
1560,alocado,108,17764,1918586
1561,alocado,108,17290,1867333
1230,liberado,108,17067,1843264
1231,liberado,108,17127,1849816
1562,alocado,108,17540,1894351
1232,liberado,108,17456,1885318
1561,liberado,108,17583,1899060
1233,liberado,108,17806,1923129
1563,alocado,107,18388,1967527
1564,alocado,107,17952,1920897
1234,liberado,107,17360,1857589
1565,alocado,107,17666,1890293
1236,liberado,107,17205,1841002
1566,alocado,106,17836,1890632
1567,alocado,106,17738,1880235
1568,alocado,106,17514,1856484
1238,liberado,106,17286,1832323
1240,liberado,106,17349,1839020
1345,liberado,106,17503,1855366
1242,liberado,105,17995,1889547
1245,liberado,105,18517,1944371
1569,alocado,105,18890,1983526
1246,liberado,105,18506,1943231
1570,alocado,105,19067,2002137
1571,alocado,105,18937,1988396
1572,alocado,105,18645,1957811
1247,liberado,105,18245,1915739
1248,liberado,104,18608,1935253
1573,alocado,104,18649,1939518
1249,liberado,104,18250,1898070
1574,alocado,104,18324,1905751
1575,alocado,104,18084,1880798
1576,alocado,104,17865,1858044
1526,liberado,104,17491,1819160
1250,liberado,103,17709,1824035
1251,liberado,103,17846,1838156
1577,alocado,103,18262,1881083
1578,alocado,103,18124,1866824
1252,liberado,103,17738,1827021
1579,alocado,103,18217,1876438
1580,alocado,103,17682,1821289
1581,alocado,103,17500,1802541
1582,alocado,103,17149,1766395
1583,alocado,103,16578,1707579
1584,alocado,103,16212,1669863
1253,liberado,103,15953,1643215
1254,liberado,103,16052,1653382
1255,liberado,103,16358,1684927
1585,alocado,103,16407,1689934
1586,alocado,103,15958,1643706
1256,liberado,103,15546,1601302
1587,alocado,103,15893,1636996
1588,alocado,103,15392,1585461
1589,alocado,103,14829,1527455
1590,alocado,103,14682,1512251
1591,alocado,103,14552,1498858
1257,liberado,103,14152,1457721
1258,liberado,103,14558,1499486
1351,liberado,103,14773,1521662
1592,alocado,103,15007,1545787
1593,alocado,103,14956,1540528
1275,liberado,103,14749,1519166
1594,alocado,104,14986,1558625
1325,liberado,104,14554,1513656
1595,alocado,104,14816,1540869
1259,liberado,104,14769,1536020
1596,alocado,104,14819,1541265
1597,alocado,104,14244,1481412
1261,liberado,104,13791,1434337
1262,liberado,104,14330,1490374
1263,liberado,104,14469,1504832
1264,liberado,104,14923,1552039
1265,liberado,104,15397,1601382
1451,liberado,104,15949,1658731
1266,liberado,104,16263,1691446
1271,liberado,104,16495,1715537
1338,liberado,104,16629,1729473
1272,liberado,104,16661,1732832
1273,liberado,104,17097,1778131
1274,liberado,103,17320,1784043
1598,alocado,103,17541,1806782
1288,liberado,103,17362,1788344
1276,liberado,103,17664,1819450
1277,liberado,103,17783,1831674
1599,alocado,103,17820,1835470
1279,liberado,103,17641,1817039
1600,alocado,103,17875,1841207
1541,liberado,103,17616,1814544
1601,alocado,104,17950,1866899
1280,liberado,104,17392,1808775
1281,liberado,104,17700,1840851
1602,alocado,104,18075,1879834
1603,alocado,104,17633,1833881
1604,alocado,104,17282,1797345
1282,liberado,104,17226,1791572
1284,liberado,104,17531,1823244
1434,liberado,104,17890,1860638
1285,liberado,104,17988,1870787
1605,alocado,104,18320,1905316
1287,liberado,104,18032,1875408
1289,liberado,104,18357,1909188
1606,alocado,104,18704,1945277
1291,liberado,104,18267,1899844
1607,alocado,104,18618,1936357
1608,alocado,104,18170,1889760
1292,liberado,104,17593,1829773
1293,liberado,104,17963,1868250
1295,liberado,104,18351,1908557
1296,liberado,104,18624,1936935
1609,alocado,104,18737,1948747
1297,liberado,104,18663,1941022
1610,alocado,104,18665,1941214
1611,alocado,104,18641,1938685
1298,liberado,104,18534,1927595
1612,alocado,104,19026,1978804
1613,alocado,104,18651,1939719
1614,alocado,104,18290,1902216
1615,alocado,104,18157,1888375
1616,alocado,104,17578,1828112
1617,alocado,104,17086,1776969
1618,alocado,104,16703,1737188
1619,alocado,104,16396,1705216
1299,liberado,104,16125,1677035
1620,alocado,104,16620,1728557
1300,liberado,104,16457,1711573
1301,liberado,104,16548,1720996
1621,alocado,104,16733,1740250
1302,liberado,104,16713,1738248
1622,alocado,104,16965,1764373
1611,liberado,104,16612,1727702
1543,liberado,104,16719,1738792
1623,alocado,104,16865,1754061
1624,alocado,104,16450,1710804
1303,liberado,104,16290,1694189
1304,liberado,104,16517,1717804
1305,liberado,104,16776,1744733
1625,alocado,104,17342,1803585
1626,alocado,104,16932,1760989
1306,liberado,104,16880,1755603
1578,liberado,104,17062,1774487
1307,liberado,104,17445,1814290
1421,liberado,104,17845,1855926
1308,liberado,104,18058,1878041
1627,alocado,104,18430,1916783
1309,liberado,104,18090,1881457
1585,liberado,104,18705,1945377
1628,alocado,105,18967,1991605
1310,liberado,105,18861,1980490
1629,alocado,105,19030,1998185
1630,alocado,105,18798,1973885
1409,liberado,105,18415,1933660
1312,liberado,106,18281,1937828
1631,alocado,106,18505,1961539
1632,alocado,106,17904,1897838
1633,alocado,106,17725,1878933
1634,alocado,106,17544,1859763
1313,liberado,106,17222,1825573
1314,liberado,106,17672,1873265
1315,liberado,105,18001,1890148
1635,alocado,105,18015,1891595
1319,liberado,105,17444,1831721
1636,alocado,105,17770,1865919
1320,liberado,105,17415,1828665
1637,alocado,105,17495,1837027
1638,alocado,105,17243,1810526
1322,liberado,105,16627,1745835
1324,liberado,105,16922,1776903
1326,liberado,105,17425,1829669
1327,liberado,105,17713,1859919
1639,alocado,105,18189,1909935
1328,liberado,105,18139,1904667
1329,liberado,105,18317,1923314
1330,liberado,105,18637,1956961
1331,liberado,105,18722,1965843
1332,liberado,104,19491,2027085
1333,liberado,104,19610,2039467
1334,liberado,104,19866,2066149
1535,liberado,104,20442,2125971
1336,liberado,105,20317,2133297
1339,liberado,105,20712,2174811
1340,liberado,105,20890,2193455
1640,alocado,105,20900,2194590
1641,alocado,105,20639,2167098
1642,alocado,105,20219,2123075
1341,liberado,105,19999,2099989
1342,liberado,105,20306,2132171
1643,alocado,105,20471,2149533
1644,alocado,105,20107,2111257
1645,alocado,105,19962,2096075
1646,alocado,105,19470,2044451
1647,alocado,105,18870,1981417
1648,alocado,105,18518,1944400
1649,alocado,105,18475,1939897
1650,alocado,105,17867,1876135
1344,liberado,105,17602,1848229
1651,alocado,105,17957,1885522
1652,alocado,105,17555,1843346
1346,liberado,105,17104,1796017
1653,alocado,105,17434,1830596
1347,liberado,105,17113,1796937
1654,alocado,105,17170,1802944
1655,alocado,105,16768,1760677
1348,liberado,105,16607,1743835
1349,liberado,106,16753,1775887
1656,alocado,106,16838,1784902
1350,liberado,106,16716,1771924
1454,liberado,106,16858,1786964
1352,liberado,107,16723,1789449
1657,alocado,107,16772,1794608
1353,liberado,107,16384,1753114
1355,liberado,107,16757,1793024
1356,liberado,107,17197,1840115
1357,liberado,107,17477,1870101
1658,alocado,107,17798,1904477
1358,liberado,107,17580,1881071
1359,liberado,107,18164,1943578
1659,alocado,107,18236,1951315
1360,liberado,107,17910,1916399
1361,liberado,107,18049,1931348
1660,alocado,107,18332,1961567
1362,liberado,107,18282,1956187
1363,liberado,107,18313,1959574
1364,liberado,107,18752,2006516
1661,alocado,107,18903,2022657
1662,alocado,107,18486,1978092
1365,liberado,107,18203,1947747
1663,alocado,106,18389,1949324
1664,alocado,106,18042,1912479
1665,alocado,106,17715,1877864
1368,liberado,106,17343,1838383
1369,liberado,106,17622,1867956
1370,liberado,106,17749,1881470
1666,alocado,106,17948,1902593
1371,liberado,106,17790,1885766
1372,liberado,106,17805,1887358
1373,liberado,106,17991,1907128
1667,alocado,106,18137,1922602
1374,liberado,106,17630,1868862
1375,liberado,106,18021,1910230
1668,alocado,106,18381,1948452
1376,liberado,106,18099,1918500
1377,liberado,106,18705,1982768
1669,alocado,106,19123,2027077
1588,liberado,106,18860,1999252
1378,liberado,105,19592,2057258
1670,alocado,105,19929,2092569
1671,alocado,105,19660,2064403
1379,liberado,105,19604,2058501
1380,liberado,105,19649,2063152
1672,alocado,105,20119,2112569
1673,alocado,105,19718,2070474
1674,alocado,105,19296,2026181
1381,liberado,105,18790,1973027
1424,liberado,105,18986,1993562
1382,liberado,105,19198,2015806
1384,liberado,105,19288,2025247
1385,liberado,105,19403,2037378
1675,alocado,105,19824,2081600
1386,liberado,105,19246,2020849
1667,liberado,105,19403,2037352
1676,alocado,105,19915,2091092
1387,liberado,105,19910,2090601
1390,liberado,105,20000,2100057
1677,alocado,104,20295,2110782
1678,alocado,104,19920,2071759
1392,liberado,104,19785,2057708
1679,alocado,104,20095,2089892
1680,alocado,104,19679,2046659
1394,liberado,104,19563,2034632
1395,liberado,104,19791,2058333
1396,liberado,104,20407,2122399
1681,alocado,104,20595,2141911
1682,alocado,104,19989,2078910
1683,alocado,104,19496,2027659
1397,liberado,104,19375,2015007
1644,liberado,104,19410,2018707
1398,liberado,104,19556,2033889
1684,alocado,104,20105,2090981
1685,alocado,104,20063,2086591
1686,alocado,104,19883,2067844
1400,liberado,104,19500,2028041
1687,alocado,104,19814,2060707
1688,alocado,104,19320,2009370
1689,alocado,104,18820,1957354
1690,alocado,104,18708,1945726
1401,liberado,104,18237,1896707
1404,liberado,104,18303,1903578
1691,alocado,104,18631,1937636
1692,alocado,104,18569,1931222
1693,alocado,104,18350,1908450
1694,alocado,104,17845,1855918
1405,liberado,104,17622,1832745
1406,liberado,104,17897,1861387
1695,alocado,104,18497,1923735
1592,liberado,104,18456,1919487
1696,alocado,104,18507,1924746
1697,alocado,104,18389,1912483
1660,liberado,104,18374,1910906
1698,alocado,104,18425,1916286
1407,liberado,104,18343,1907703
1699,alocado,104,18403,1913932
1700,alocado,104,17934,1865171
1408,liberado,104,17933,1865057
1701,alocado,104,18056,1877859
1411,liberado,104,17801,1851346
1702,alocado,104,17807,1852007
1658,liberado,104,17603,1830791
1703,alocado,104,17828,1854197
1704,alocado,104,17501,1820200
1413,liberado,104,17492,1819252
1705,alocado,104,17924,1864096
1706,alocado,104,17422,1811944
1707,alocado,104,17243,1793368
1708,alocado,104,17163,1784974
1709,alocado,104,16914,1759094
1710,alocado,104,16681,1734894
1545,liberado,104,16154,1680092
1711,alocado,104,16277,1692818
1414,liberado,104,15890,1652603
1415,liberado,103,16292,1678166
1712,alocado,103,16446,1694019
1417,liberado,103,16218,1670480
1418,liberado,103,16489,1698463
1713,alocado,103,16966,1747590
1419,liberado,103,16934,1744212
1714,alocado,103,17538,1806488
1422,liberado,103,17136,1765106
1715,alocado,103,17194,1771044
1423,liberado,103,16865,1737127
1426,liberado,103,17222,1773894
1427,liberado,103,17841,1837650
1716,alocado,103,18012,1855336
1428,liberado,103,17885,1842242
1717,alocado,103,18145,1868951
1430,liberado,103,17816,1835132
1431,liberado,103,18218,1876470
1718,alocado,103,18327,1887708
1435,liberado,103,18109,1865233
1436,liberado,103,18438,1899132
1719,alocado,103,18794,1935833
1437,liberado,103,18723,1928512
1438,liberado,103,19087,1965985
1720,alocado,103,19127,1970098
1721,alocado,103,18913,1948092
1440,liberado,103,18386,1893760
1441,liberado,103,18799,1936376
1442,liberado,103,19323,1990327
1722,alocado,103,19821,2041657
1723,alocado,103,19526,2011237
1724,alocado,103,19206,1978281
1725,alocado,103,18612,1917080
1443,liberado,103,18398,1895010
1444,liberado,103,18790,1935375
1726,alocado,103,19175,1975122
1445,liberado,103,18953,1952251
1446,liberado,102,19380,1976854
1727,alocado,102,19772,2016816
1728,alocado,102,19594,1998627
1447,liberado,102,19412,1980099
1521,liberado,101,19656,1985340
1448,liberado,101,19792,1999020
1449,liberado,101,20040,2024061
1729,alocado,101,20415,2061942
1450,liberado,101,19824,2002299
1730,alocado,101,20442,2064664
1731,alocado,101,20114,2031588
1538,liberado,101,19805,2000363
1452,liberado,101,20233,2043612
1732,alocado,101,20809,2101748
1733,alocado,101,20685,2089270
1734,alocado,101,20385,2058970
1735,alocado,101,20027,2022757
1453,liberado,101,19463,1965790
1455,liberado,101,19598,1979445
1456,liberado,101,19944,2014420
1457,liberado,101,20168,2037023
1736,alocado,101,20257,2045976
1737,alocado,101,20050,2025088
1738,alocado,101,19633,1982969
1739,alocado,101,19391,1958587
1458,liberado,101,19124,1931543
1740,alocado,101,19716,1991413
1459,liberado,101,19119,1931023
1460,liberado,101,19345,1953941
1461,liberado,101,19559,1975524
1741,alocado,101,19626,1982248
1462,liberado,101,19230,1942320
1463,liberado,101,19621,1981807
1464,liberado,101,19797,1999564
1527,liberado,101,20425,2062989
1465,liberado,102,20637,2105024
1735,liberado,102,20856,2127355
1742,alocado,102,21414,2184322
1466,liberado,102,21063,2148494
1743,alocado,102,21653,2208647
1467,liberado,102,21432,2186103
1744,alocado,102,21531,2196258
1468,liberado,102,21198,2162292
1745,alocado,102,21735,2216986
1746,alocado,102,21478,2190803
1729,liberado,102,21187,2161148
1747,alocado,102,21772,2220791
1748,alocado,102,21597,2202909
1469,liberado,102,21523,2195425
1470,liberado,102,21729,2216430
1749,alocado,102,22165,2260865
1750,alocado,102,22142,2258575
1751,alocado,102,21785,2222162
1752,alocado,102,21671,2210478
1471,liberado,102,21211,2163614
1753,alocado,102,21619,2205211
1754,alocado,102,21123,2154636
1473,liberado,102,21096,2151847
1755,alocado,101,21618,2183516
1756,alocado,101,21416,2163021
1757,alocado,101,20814,2102302
1758,alocado,101,20768,2097650
1474,liberado,101,20435,2063972
1759,alocado,101,20451,2065566
1760,alocado,101,20043,2024443
1761,alocado,101,20024,2022487
1762,alocado,101,19799,1999721
1475,liberado,101,19404,1959811
1476,liberado,101,19623,1982004
1763,alocado,101,19991,2019181
1477,liberado,101,19387,1958094
1764,alocado,101,19710,1990792
1765,alocado,101,19192,1938398
1478,liberado,101,18959,1914936
1766,alocado,101,19084,1927557
1479,liberado,101,18841,1903016
1480,liberado,101,19127,1931867
1767,alocado,101,19636,1983298
1481,liberado,101,19335,1952928
1768,alocado,101,19600,1979621
1769,alocado,101,19249,1944154
1770,alocado,101,18987,1917753
1482,liberado,101,18514,1870007
1771,alocado,101,19148,1933978
1772,alocado,101,18727,1891451
1483,liberado,101,18455,1863962
1773,alocado,101,18897,1908693
1484,liberado,101,18479,1866395
1485,liberado,100,18759,1875967
1486,liberado,100,19171,1917184
1774,alocado,100,19499,1949929
1775,alocado,100,19025,1902543
1776,alocado,100,18927,1892725
1487,liberado,100,18515,1851551
1488,liberado,100,19044,1904498
1494,liberado,100,19402,1940284
1489,liberado,100,19743,1974394
1777,alocado,100,19834,1983403
1539,liberado,100,19618,1961868
1747,liberado,100,19642,1964240
1586,liberado,100,19821,1982122
1778,alocado,101,20044,2024526
1779,alocado,101,19859,2005814
1490,liberado,101,19652,1984934
1780,alocado,101,19691,1988888
1689,liberado,101,19663,1986012
1781,alocado,102,19584,1997640
1782,alocado,102,19332,1971957
1783,alocado,102,18721,1909641
1491,liberado,102,18599,1897146
1784,alocado,101,19306,1949986
1492,liberado,101,19015,1920590
1602,liberado,101,19129,1932094
1532,liberado,101,19584,1978047
1493,liberado,101,19733,1993065
1785,alocado,101,19901,2010029
1495,liberado,101,19870,2006928
1496,liberado,101,20248,2045139
1497,liberado,101,20771,2097885
1498,liberado,101,21103,2131472
1786,alocado,101,21187,2139930
1787,alocado,101,20624,2083041
1675,liberado,101,20466,2067140
1499,liberado,101,21068,2127891
1788,alocado,101,21347,2156134
1500,liberado,101,20961,2117119
1501,liberado,101,21348,2156190
1789,alocado,100,21664,2166425
1790,alocado,100,21072,2107218
1503,liberado,100,20626,2062697
1595,liberado,100,20938,2093887
1791,alocado,101,20779,2098736
1505,liberado,101,20187,2038939
1792,alocado,100,20403,2040354
1706,liberado,100,19823,1982346
1793,alocado,100,20009,2000922
1506,liberado,100,20001,2000113
1794,alocado,100,20077,2007727
1795,alocado,100,19716,1971655
1690,liberado,100,19586,1958682
1507,liberado,101,19878,2007701
1796,alocado,101,20238,2044105
1597,liberado,101,19623,1981993
1508,liberado,101,20089,2029068
1797,alocado,101,20523,2072865
1798,alocado,101,20050,2025144
1509,liberado,101,19754,1995245
1510,liberado,101,19798,1999647
1533,liberado,101,19906,2010533
1799,alocado,102,20273,2067895
1800,alocado,102,19766,2016141
1511,liberado,102,19454,1984377
1512,liberado,102,19718,2011297
1513,liberado,102,19924,2032302
1514,liberado,102,20379,2078674
1801,alocado,102,20393,2080173
1802,alocado,102,20185,2058878
1515,liberado,102,20181,2058491
1752,liberado,102,20323,2072981
1803,alocado,102,20782,2119845
1516,liberado,102,20584,2099594
1804,alocado,102,20872,2129040
1805,alocado,102,20796,2121222
1517,liberado,102,20615,2102750
1518,liberado,102,21145,2156878
1806,alocado,102,21572,2200372
1807,alocado,102,21465,2189502
1519,liberado,102,20877,2129521
1520,liberado,102,21019,2143983
1551,liberado,102,21425,2185429
1808,alocado,102,21448,2187761
1809,alocado,102,21333,2176063
1810,alocado,102,20856,2127407
1811,alocado,102,20378,2078604
1522,liberado,102,19988,2038810
