Id, Situacao, qntElementos, Média, espaçoVazio 
1205,alocado,113,16839,1902817
879,liberado,113,16528,1867733
880,liberado,113,16648,1881261
1206,alocado,113,16743,1891978
882,liberado,113,16710,1888253
1207,alocado,112,16925,1895662
1208,alocado,112,16355,1831870
883,liberado,112,15827,1772637
1209,alocado,112,16318,1827634
1210,alocado,112,15804,1770081
884,liberado,112,15661,1754094
1211,alocado,112,15823,1772262
1212,alocado,112,15440,1729359
886,liberado,112,15267,1709915
1213,alocado,112,15632,1750799
1214,alocado,112,15252,1708278
887,liberado,112,14882,1666846
888,liberado,112,15144,1696228
1215,alocado,112,15540,1740525
1082,liberado,112,15205,1702965
1216,alocado,113,15590,1761696
1217,alocado,113,15504,1751994
1218,alocado,113,15331,1732420
889,liberado,113,14852,1678300
1219,alocado,113,14886,1682161
1220,alocado,113,14362,1622988
890,liberado,113,14050,1587752
1221,alocado,113,14440,1631753
894,liberado,113,14261,1611585
895,liberado,113,14746,1666381
896,liberado,113,14840,1676955
1222,alocado,113,15024,1697758
1223,alocado,113,14580,1647549
897,liberado,113,14578,1647342
1224,alocado,113,14806,1673160
1225,alocado,113,14668,1657512
1226,alocado,113,14383,1625302
900,liberado,113,14366,1623392
972,liberado,113,14564,1645816
1227,alocado,114,14647,1669808
902,liberado,114,14410,1642763
1228,alocado,113,14601,1650018
1229,alocado,113,14221,1606990
903,liberado,113,14207,1605430
1179,liberado,113,14528,1641762
1230,alocado,114,14854,1693422
904,liberado,114,14642,1669285
1231,alocado,114,15066,1717561
905,liberado,114,14889,1697365
1232,alocado,113,15375,1737419
1233,alocado,113,15111,1707610
911,liberado,113,14776,1669711
1234,alocado,113,14792,1671569
1152,liberado,113,14508,1639512
1235,alocado,114,14502,1653335
907,liberado,114,14329,1633586
908,liberado,114,14366,1637725
1236,alocado,114,14678,1673357
1003,liberado,114,14179,1616418
1237,alocado,114,14252,1624793
909,liberado,114,14190,1617728
1238,alocado,114,14305,1630780
1239,alocado,114,14075,1604605
1240,alocado,114,13939,1589087
1241,alocado,114,13803,1573650
1242,alocado,114,13377,1525058
912,liberado,114,12885,1468982
1204,liberado,114,12983,1480107
913,liberado,114,13144,1498508
914,liberado,113,13393,1513511
1243,alocado,113,13952,1576610
1244,alocado,113,13924,1573458
915,liberado,113,13633,1540566
916,liberado,113,13703,1548536
917,liberado,113,13904,1571259
1245,alocado,113,13999,1581942
918,liberado,113,13950,1576372
920,liberado,113,14089,1592147
1246,alocado,113,14243,1609459
1247,alocado,113,14126,1596297
1248,alocado,113,14039,1586504
1249,alocado,113,13696,1547724
921,liberado,113,13588,1535449
1250,alocado,113,13766,1555581
922,liberado,113,13658,1543374
923,liberado,113,14007,1582836
924,liberado,113,14183,1602747
925,liberado,113,14455,1633427
1251,alocado,113,14535,1642552
926,liberado,113,14512,1639913
927,liberado,113,14996,1694625
929,liberado,113,15457,1746678
1252,alocado,113,15730,1777558
930,liberado,113,15490,1750464
1253,alocado,113,15826,1788408
1254,alocado,113,15448,1745719
931,liberado,113,15370,1736871
1255,alocado,113,15854,1791594
932,liberado,113,15616,1764611
1020,liberado,113,15897,1796386
933,liberado,114,15813,1802719
934,liberado,114,16381,1867541
946,liberado,114,16400,1869674
1256,alocado,114,16755,1910084
1257,alocado,114,16638,1896795
1258,alocado,114,16427,1872772
1259,alocado,114,16212,1848194
1260,alocado,114,15820,1803540
935,liberado,114,15520,1769316
936,liberado,114,15777,1798648
937,liberado,114,16290,1857106
938,liberado,114,16816,1917117
1089,liberado,114,16890,1925551
1261,alocado,115,16787,1930606
1262,alocado,115,16755,1926920
939,liberado,115,16441,1890757
940,liberado,115,16723,1923164
941,liberado,115,16813,1933565
1259,liberado,115,17247,1983437
1263,alocado,115,17635,2028091
1033,liberado,115,17302,1989776
1264,alocado,115,17531,2016114
1265,alocado,115,17448,2006551
947,liberado,115,17119,1968780
1266,alocado,115,17561,2019592
1267,alocado,115,17251,1983953
948,liberado,115,17091,1965565
949,liberado,115,17528,2015813
951,liberado,115,17677,2032855
952,liberado,115,18017,2072015
953,liberado,114,18510,2110161
1268,alocado,114,18730,2135256
1168,liberado,114,18589,2119171
956,liberado,113,18861,2131383
1269,alocado,113,18981,2144947
1270,alocado,113,18448,2084635
1198,liberado,113,18314,2069580
1271,alocado,114,18306,2086911
957,liberado,114,18172,2071626
1088,liberado,114,18423,2100299
1272,alocado,114,18633,2124224
958,liberado,114,18440,2102271
959,liberado,113,18738,2117496
960,liberado,113,18781,2122277
1273,alocado,113,19155,2164585
1274,alocado,113,18855,2130630
1017,liberado,113,18439,2083701
962,liberado,113,18725,2115948
964,liberado,113,19291,2179942
1275,alocado,113,19745,2231223
1276,alocado,113,19503,2203843
1277,alocado,113,19292,2180008
965,liberado,113,18849,2130006
966,liberado,113,19219,2171797
969,liberado,113,19494,2202866
970,liberado,113,19757,2232598
971,liberado,113,19974,2257124
973,liberado,113,20474,2313565
1278,alocado,113,20751,2344960
1279,alocado,113,20661,2334736
974,liberado,113,20650,2333514
975,liberado,113,20891,2360782
1280,alocado,113,21430,2421644
976,liberado,113,20970,2369639
977,liberado,113,21374,2415350
1281,alocado,113,21760,2458890
1282,alocado,113,21232,2399223
1283,alocado,113,20981,2370882
979,liberado,113,20568,2324208
980,liberado,113,20874,2358776
1284,alocado,113,21155,2390558
981,liberado,113,21098,2384119
1285,alocado,113,21277,2404306
1286,alocado,113,21160,2391182
1287,alocado,113,21045,2378183
1288,alocado,113,20694,2338525
984,liberado,113,20579,2325430
1289,alocado,113,20636,2331950
985,liberado,113,20356,2300234
1290,alocado,113,20558,2323114
1022,liberado,113,20289,2292660
986,liberado,113,20642,2332567
1291,alocado,113,20662,2334890
1292,alocado,113,20329,2297238
1293,alocado,113,20319,2296066
1294,alocado,113,19876,2246033
988,liberado,113,19659,2221493
1115,liberado,113,19857,2243848
989,liberado,114,20242,2307682
990,liberado,114,20461,2332587
1295,alocado,114,20491,2336021
1271,liberado,114,20248,2308378
992,liberado,114,20383,2323663
1296,alocado,114,20717,2361742
1297,alocado,114,20253,2308911
993,liberado,114,19847,2262573
1298,alocado,114,20294,2313521
1299,alocado,114,20058,2286644
994,liberado,114,19490,2221888
1300,alocado,114,19964,2275951
1301,alocado,114,19466,2219203
1302,alocado,114,19055,2172379
1187,liberado,114,19027,2169170
1303,alocado,113,19393,2191500
995,liberado,113,19116,2160156
1304,alocado,113,19279,2178584
997,liberado,113,18835,2128417
1305,alocado,113,19016,2148810
998,liberado,113,18867,2132011
1306,alocado,113,19140,2162872
999,liberado,113,18766,2120587
1000,liberado,113,19065,2154413
1307,alocado,113,19621,2217231
1002,liberado,113,19544,2208489
1047,liberado,113,19551,2209364
1210,liberado,112,20259,2269119
1308,alocado,112,20402,2285106
1004,liberado,112,19980,2237817
1309,alocado,112,20136,2255251
1160,liberado,112,19974,2237137
1061,liberado,111,20732,2301340
1205,liberado,112,20767,2325943
1310,alocado,112,21080,2361027
1311,alocado,112,20845,2334716
1312,alocado,112,20757,2324883
1313,alocado,112,20652,2313029
1314,alocado,112,20524,2298707
1315,alocado,112,20297,2273365
1316,alocado,112,20200,2262403
1317,alocado,112,19861,2224516
1006,liberado,112,19675,2203705
1318,alocado,112,19838,2221888
1008,liberado,112,19752,2212249
1319,alocado,112,20263,2269545
1320,alocado,112,20042,2244812
1009,liberado,112,19734,2210265
1010,liberado,112,19967,2236343
1321,alocado,112,20179,2260120
1322,alocado,112,19782,2215653
1323,alocado,112,19666,2202599
1011,liberado,112,19396,2172379
1324,alocado,112,19469,2180627
1325,alocado,112,19137,2143447
1326,alocado,112,18761,2101326
1327,alocado,112,18514,2073629
1328,alocado,112,18340,2054185
1012,liberado,112,17980,2013790
1329,alocado,112,18221,2040818
1169,liberado,112,17669,1978990
1013,liberado,112,17839,1997985
1014,liberado,112,18240,2042941
1245,liberado,112,18365,2056968
1330,alocado,113,18252,2062538
1331,alocado,113,18223,2059294
1332,alocado,113,17975,2031267
1333,alocado,113,17616,1990609
1334,alocado,113,17235,1947572
1335,alocado,113,17003,1921343
1336,alocado,113,16728,1890273
1015,liberado,113,16451,1859003
1016,liberado,113,16890,1908602
1018,liberado,113,17287,1953474
1337,alocado,113,17329,1958188
1338,alocado,113,17295,1954377
1019,liberado,113,16788,1897049
1339,alocado,113,17244,1948590
1340,alocado,113,17142,1937097
1341,alocado,113,17139,1936818
1021,liberado,113,16755,1893328
1342,alocado,112,17451,1954567
1023,liberado,112,16992,1903147
1024,liberado,112,17127,1918331
1343,alocado,112,17153,1921228
1344,alocado,112,16893,1892028
1025,liberado,112,16460,1843587
1026,liberado,112,16464,1844037
1027,liberado,112,17022,1906566
1272,liberado,112,17278,1935160
1345,alocado,113,17319,1957113
1327,liberado,113,16963,1916915
1028,liberado,113,17135,1936359
1030,liberado,113,17332,1958533
1277,liberado,113,17619,1991009
1346,alocado,114,17903,2041011
1347,alocado,114,17730,2021308
1348,alocado,114,17242,1965643
1031,liberado,114,16875,1923855
1349,alocado,114,17366,1979749
1032,liberado,114,17001,1938204
1350,alocado,114,17550,2000759
1351,alocado,114,17151,1955253
1034,liberado,114,17135,1953397
1035,liberado,114,17664,2013729
1352,alocado,114,17787,2027738
1036,liberado,114,17291,1971210
1037,liberado,114,17506,1995725
1353,alocado,114,17667,2014129
1038,liberado,114,17482,1993026
1354,alocado,114,17510,1996141
1116,liberado,114,17203,1961190
1140,liberado,115,17589,2022830
1040,liberado,116,17593,2040900
1355,alocado,116,17868,2072798
1041,liberado,116,17713,2054734
1356,alocado,116,18170,2107723
1357,alocado,116,18159,2106462
1042,liberado,116,17995,2087491
1044,liberado,116,18321,2125289
1358,alocado,116,18683,2167305
1045,liberado,116,18569,2154113
1359,alocado,116,18687,2167733
1046,liberado,116,18675,2166363
1360,alocado,116,19173,2224102
1361,alocado,116,18928,2195737
1362,alocado,116,18675,2166404
1188,liberado,116,18361,2129962
1049,liberado,117,18478,2162039
1363,alocado,117,18705,2188490
1364,alocado,117,18263,2136797
1365,alocado,117,17858,2089456
1366,alocado,117,17555,2054036
1367,alocado,117,17377,2033197
1050,liberado,117,16909,1978425
1051,liberado,117,17276,2021337
1368,alocado,117,17722,2073508
1369,alocado,117,17424,2038704
1052,liberado,117,17191,2011378
1298,liberado,117,17395,2035280
1053,liberado,118,17475,2062157
1054,liberado,118,17987,2122533
1370,alocado,118,18053,2130338
1371,alocado,118,17917,2114245
1056,liberado,118,17644,2082011
1372,alocado,118,18038,2128487
1057,liberado,118,17921,2114718
1373,alocado,118,17977,2121314
1374,alocado,118,17862,2107777
1375,alocado,118,17493,2064181
1376,alocado,118,17474,2062034
1377,alocado,118,17394,2052586
1378,alocado,118,16972,2002729
1058,liberado,118,16662,1966203
1379,alocado,118,16858,1989351
1376,liberado,118,16661,1966027
1380,alocado,118,16741,1975475
1059,liberado,118,16596,1958337
1381,alocado,118,16607,1959711
1382,alocado,118,16391,1934202
1383,alocado,118,16189,1910373
1060,liberado,118,15861,1871700
1384,alocado,118,16053,1894327
1385,alocado,118,15549,1834860
1062,liberado,118,15108,1782849
1063,liberado,118,15142,1786822
1386,alocado,118,15599,1840772
1064,liberado,118,15135,1786006
1387,alocado,117,15680,1834658
1065,liberado,117,15531,1817189
1066,liberado,117,15597,1824914
1388,alocado,117,16000,1872084
1107,liberado,117,15798,1848475
1067,liberado,118,15685,1850865
1389,alocado,118,15847,1869991
1068,liberado,118,15621,1843287
1069,liberado,118,15678,1850019
1070,liberado,118,16162,1907135
1071,liberado,118,16381,1932989
1390,alocado,118,16848,1988162
1072,liberado,118,16347,1929063
1391,alocado,118,16683,1968682
1392,alocado,118,16287,1921928
1073,liberado,118,15935,1880400
1074,liberado,117,16572,1938938
1075,liberado,117,16825,1968622
1093,liberado,117,17237,2016805
1076,liberado,117,17379,2033357
1393,alocado,117,17646,2064682
1394,alocado,117,17507,2048358
1078,liberado,117,17320,2026555
1395,alocado,117,17606,2059932
1079,liberado,117,17130,2004301
1396,alocado,117,17679,2068507
1397,alocado,117,17600,2059213
1398,alocado,117,17453,2042037
1399,alocado,117,17389,2034602
1080,liberado,117,17001,1989117
1400,alocado,117,17240,2017083
1081,liberado,117,16717,1955991
1401,alocado,117,16991,1987997
1083,liberado,117,16655,1948687
1402,alocado,116,16848,1954423
1403,alocado,116,16649,1931344
1084,liberado,116,16165,1875247
1404,alocado,116,16315,1892647
1085,liberado,116,15864,1840250
1405,alocado,116,16017,1858004
1406,alocado,116,15467,1794282
1407,alocado,116,15442,1791288
1408,alocado,116,15147,1757055
1087,liberado,116,14925,1731400
1090,liberado,116,15272,1771607
1409,alocado,115,15648,1799585
1094,liberado,115,15372,1767826
1095,liberado,115,15446,1776311
1410,alocado,115,15671,1802259
1172,liberado,115,15402,1771294
1411,alocado,115,15411,1772276
1412,alocado,115,15075,1733720
1096,liberado,115,14913,1715086
1413,alocado,115,14965,1721062
1414,alocado,115,14461,1663073
1415,alocado,115,13936,1602729
1416,alocado,115,13696,1575079
1097,liberado,115,13608,1564940
1417,alocado,115,13662,1571192
1418,alocado,115,13193,1517241
1419,alocado,115,13109,1507566
1098,liberado,115,12870,1480136
1099,liberado,115,12883,1481631
1100,liberado,115,13042,1499878
1101,liberado,114,13184,1502988
1420,alocado,114,13284,1514438
1421,alocado,114,12798,1459080
1422,alocado,114,12329,1405609
1423,alocado,114,12203,1391165
1102,liberado,114,12044,1373073
1103,liberado,114,12382,1411596
1104,liberado,114,12490,1423946
1105,liberado,114,12631,1440043
1424,alocado,113,13132,1484017
1106,liberado,113,12998,1468806
1425,alocado,112,13386,1499270
1396,liberado,112,13305,1490247
1426,alocado,112,13388,1499541
1134,liberado,112,13185,1476742
1427,alocado,112,13307,1490476
1108,liberado,112,13137,1471372
1428,alocado,112,13357,1495999
1429,alocado,112,12947,1450157
1430,alocado,112,12849,1439183
1109,liberado,112,12384,1387101
1431,alocado,112,12505,1400667
1432,alocado,112,12059,1350610
1433,alocado,112,11744,1315421
1358,liberado,112,11184,1252684
1434,alocado,112,11302,1265876
1435,alocado,112,11205,1255030
1436,alocado,112,10727,1201445
1110,liberado,111,10803,1199205
1437,alocado,111,11197,1242959
1111,liberado,111,11122,1234599
1112,liberado,111,11220,1245488
1438,alocado,111,11474,1273671
1113,liberado,111,10991,1220055
1146,liberado,111,11123,1234731
1439,alocado,111,11206,1243910
1440,alocado,111,10993,1220293
1114,liberado,111,10415,1156089
1420,liberado,111,10893,1209177
1421,liberado,112,11290,1264535
1441,alocado,112,11767,1318006
1326,liberado,112,11695,1309930
1442,alocado,112,11943,1337627
1443,alocado,112,11367,1273168
1297,liberado,112,11167,1250742
1444,alocado,113,11478,1297080
1117,liberado,113,10942,1236479
1118,liberado,113,11270,1273547
1445,alocado,113,11277,1274366
1446,alocado,113,11059,1249681
1447,alocado,113,11013,1244575
1448,alocado,113,10481,1184428
1449,alocado,113,10264,1159856
1119,liberado,113,9845,1112544
1120,liberado,113,9946,1123905
1282,liberado,112,10460,1171555
1131,liberado,113,10618,1199896
1273,liberado,113,10987,1241629
1121,liberado,113,11288,1275584
1122,liberado,113,11553,1305594
1123,liberado,113,11555,1305812
1124,liberado,113,11571,1307598
1125,liberado,113,11870,1341365
1126,liberado,113,12402,1401502
1321,liberado,113,12687,1433717
1127,liberado,113,13081,1478184
1450,alocado,113,13221,1494056
1135,liberado,113,12968,1465400
1128,liberado,113,13181,1489521
1451,alocado,113,13347,1508303
1452,alocado,113,12862,1453423
1129,liberado,113,12344,1394911
1453,alocado,113,12875,1454980
1130,liberado,113,12653,1429890
1454,alocado,113,12845,1451592
1132,liberado,113,12685,1433473
1133,liberado,113,12800,1446506
1455,alocado,113,12991,1468063
1136,liberado,113,12825,1449318
1456,alocado,113,12955,1463992
1457,alocado,113,12633,1427606
1458,alocado,113,12570,1420424
1459,alocado,113,12353,1395933
1137,liberado,113,12083,1365444
1176,liberado,113,12434,1405144
1138,liberado,114,12416,1415507
1460,alocado,114,12455,1419930
1139,liberado,114,12394,1412942
1461,alocado,114,12578,1433966
1462,alocado,114,12077,1376841
1463,alocado,114,11930,1360111
1141,liberado,114,11660,1329243
1316,liberado,114,12018,1370131
1142,liberado,113,12460,1408018
1143,liberado,112,12908,1445801
1144,liberado,112,12965,1452149
1464,alocado,112,13282,1487662
1465,alocado,112,13017,1457909
1466,alocado,112,12859,1440284
1145,liberado,112,12544,1405026
1467,alocado,112,12610,1412338
1468,alocado,112,12301,1377728
1469,alocado,112,11962,1339757
1147,liberado,112,11660,1306022
1470,alocado,111,11900,1320938
1471,alocado,111,11505,1277113
1148,liberado,111,11211,1244432
1149,liberado,111,11265,1250484
1438,liberado,111,11354,1260331
1472,alocado,112,11731,1313947
1473,alocado,112,11175,1251645
1150,liberado,112,11080,1241051
1474,alocado,112,11343,1270499
1475,alocado,112,11199,1254322
1476,alocado,112,10822,1212145
1477,alocado,112,10760,1205216
1151,liberado,112,10588,1185880
1153,liberado,112,10711,1199636
1478,alocado,111,11097,1231818
1479,alocado,111,10894,1209303
1154,liberado,111,10667,1184123
1155,liberado,111,10750,1193322
1480,alocado,111,10965,1217128
1156,liberado,111,10590,1175565
1481,alocado,111,10685,1186127
1482,alocado,111,10397,1154143
1157,liberado,111,10267,1139683
1158,liberado,111,10845,1203800
1159,liberado,111,10972,1217901
1161,liberado,111,11105,1232725
1483,alocado,111,11158,1238633
1484,alocado,111,10712,1189123
1485,alocado,111,10143,1125898
1486,alocado,111,9669,1073303
1162,liberado,111,9200,1021278
1487,alocado,111,9327,1035398
1163,liberado,111,9170,1017979
1164,liberado,111,9410,1044562
1488,alocado,111,9763,1083796
1466,liberado,111,9422,1045948
1489,alocado,111,9740,1081206
1165,liberado,111,9199,1021109
1166,liberado,111,9407,1044255
1167,liberado,111,9887,1097552
1490,alocado,111,10471,1162340
1491,alocado,111,10223,1134753
1492,alocado,111,10176,1129569
1170,liberado,111,9599,1065576
1368,liberado,111,10143,1125909
1493,alocado,112,10363,1160713
1177,liberado,112,10263,1149532
1171,liberado,112,10282,1151680
1494,alocado,112,10346,1158844
1495,alocado,112,10337,1157782
1173,liberado,112,9977,1117430
1174,liberado,112,10292,1152790
1175,liberado,112,10444,1169771
1496,alocado,112,10527,1179034
1497,alocado,112,10223,1145043
1498,alocado,112,9902,1109127
1178,liberado,112,9653,1081243
1499,alocado,112,10112,1132603
1500,alocado,112,9542,1068807
1180,liberado,112,8965,1004089
1181,liberado,112,9297,1041374
1501,alocado,112,9657,1081685
1182,liberado,112,9492,1063166
1183,liberado,112,9719,1088586
1285,liberado,112,10272,1150539
1397,liberado,113,10297,1163663
1184,liberado,114,10358,1180839
1239,liberado,114,10835,1235222
1502,alocado,114,10971,1250740
1185,liberado,114,10790,1230070
1186,liberado,114,10903,1243055
1189,liberado,114,11051,1259897
1503,alocado,114,11426,1302628
1190,liberado,114,11032,1257671
1504,alocado,113,11142,1259152
1191,liberado,113,10853,1226498
1505,alocado,113,10905,1232337
1506,alocado,113,10837,1224653
1192,liberado,113,10777,1217821
1193,liberado,114,10686,1218233
1194,liberado,114,10926,1245611
1507,alocado,114,10933,1246474
1265,liberado,114,10917,1244587
1508,alocado,114,11248,1282358
1195,liberado,114,10736,1223996
1260,liberado,114,11302,1288475
1509,alocado,114,11602,1322699
1510,alocado,114,11437,1303919
1511,alocado,114,11383,1297740
1196,liberado,114,11345,1293433
1197,liberado,114,11538,1315407
1199,liberado,114,12010,1369141
1200,liberado,114,12034,1371896
1201,liberado,114,12214,1392445
1447,liberado,114,12571,1433161
1202,liberado,115,12985,1493308
1512,alocado,115,13230,1521506
1513,alocado,115,13088,1505227
1203,liberado,115,12885,1481786
1218,liberado,115,13177,1515429
1206,liberado,115,13648,1569549
1514,alocado,115,13680,1573274
1515,alocado,115,13614,1565627
1257,liberado,115,13488,1551134
1516,alocado,114,13817,1575157
1517,alocado,114,13302,1516484
1518,alocado,114,13128,1496597
1207,liberado,114,13057,1488562
1208,liberado,114,13617,1552354
1519,alocado,114,14136,1611587
1520,alocado,114,13620,1552739
1521,alocado,114,13199,1504732
1522,alocado,114,12748,1453292
1523,alocado,114,12360,1409105
1524,alocado,114,12076,1376716
1209,liberado,114,11981,1365904
1296,liberado,114,12486,1423457
1211,liberado,114,12949,1476288
1525,alocado,114,13326,1519191
1526,alocado,114,12809,1460232
1212,liberado,114,12296,1401825
1213,liberado,114,12467,1421269
1527,alocado,114,12840,1463790
1214,liberado,114,12703,1448178
1528,alocado,114,13066,1489610
1529,alocado,114,12712,1449225
1530,alocado,114,12621,1438809
1215,liberado,114,12577,1433841
1216,liberado,114,12907,1471401
1531,alocado,114,12992,1481103
1532,alocado,114,12670,1444453
1217,liberado,114,12474,1422105
1533,alocado,114,12646,1441679
1534,alocado,114,12532,1428726
1219,liberado,114,12464,1420902
1220,liberado,114,12983,1480075
1535,alocado,114,13292,1515311
1536,alocado,114,12961,1477622
1221,liberado,114,12593,1435667
1537,alocado,114,12770,1455835
1538,alocado,114,12359,1408951
1222,liberado,114,11799,1345098
1539,alocado,114,12239,1395307
1223,liberado,114,11779,1342914
1224,liberado,114,11781,1343121
1225,liberado,114,11919,1358769
1511,liberado,114,12201,1390979
1540,alocado,114,12239,1395286
1226,liberado,114,11711,1335100
1385,liberado,114,11728,1337010
1541,alocado,115,12078,1389021
1227,liberado,115,11858,1363783
1228,liberado,114,12200,1390828
1363,liberado,114,12577,1433856
1542,alocado,114,13031,1485549
1543,alocado,114,12963,1477849
1229,liberado,114,12838,1463543
1230,liberado,114,12851,1465103
1283,liberado,114,13063,1489240
1231,liberado,114,13472,1535914
1232,liberado,114,13650,1556110
1233,liberado,114,13911,1585919
1544,alocado,114,14244,1623818
1234,liberado,114,13844,1578271
1235,liberado,114,14125,1610328
1295,liberado,114,14298,1630077
1236,liberado,114,14541,1657720
1237,liberado,114,15040,1714659
1545,alocado,114,15102,1721724
1238,liberado,114,15062,1717097
1546,alocado,114,15291,1743272
1547,alocado,114,15081,1719327
1548,alocado,114,14964,1705978
1240,liberado,114,14574,1661531
1549,alocado,114,14710,1676968
1550,alocado,114,14347,1635646
1241,liberado,114,14129,1610712
1551,alocado,114,14555,1659304
1242,liberado,114,14286,1628697
1552,alocado,114,14778,1684773
1553,alocado,114,14680,1673558
1243,liberado,114,14127,1610562
1554,alocado,114,14155,1613714
1555,alocado,114,14136,1611556
1556,alocado,114,14093,1606715
1557,alocado,114,13701,1561932
1244,liberado,114,13321,1518673
1246,liberado,114,13610,1551565
1247,liberado,114,13725,1564727
1469,liberado,114,13811,1574520
1558,alocado,114,14107,1608255
1559,alocado,114,13537,1543291
1560,alocado,114,13127,1496535
1248,liberado,114,12715,1449521
1249,liberado,114,13055,1488301
1561,alocado,114,13162,1500576
1562,alocado,114,13011,1483274
1323,liberado,114,12769,1455721
1563,alocado,113,13149,1485941
1564,alocado,113,12802,1446704
1267,liberado,113,12706,1435872
1250,liberado,113,12869,1454260
1251,liberado,113,12977,1466467
1565,alocado,113,13000,1469106
1252,liberado,113,12458,1407835
1253,liberado,113,12698,1434929
1566,alocado,113,13076,1477618
1567,alocado,113,13018,1471124
1568,alocado,113,12668,1431551
1569,alocado,113,12232,1382246
1386,liberado,113,12165,1374650
1570,alocado,113,12649,1429416
1571,alocado,113,12283,1388019
1572,alocado,113,11815,1335196
1254,liberado,113,11553,1305589
1573,alocado,113,11632,1314437
1574,alocado,113,11190,1264531
1575,alocado,113,10965,1239094
1255,liberado,113,10922,1234289
1576,alocado,113,11161,1261272
1544,liberado,113,10771,1217180
1577,alocado,114,11076,1262727
1256,liberado,114,10721,1222267
1258,liberado,114,10838,1235556
1519,liberado,114,11053,1260134
1261,liberado,115,11469,1318982
1262,liberado,115,11501,1322668
1578,alocado,115,11815,1358831
1263,liberado,115,11798,1356807
1579,alocado,115,12131,1395122
1580,alocado,115,11773,1353965
1264,liberado,115,11598,1333796
1581,alocado,115,11681,1343359
1582,alocado,115,11498,1322305
1266,liberado,115,11314,1301119
1583,alocado,114,11725,1336758
1584,alocado,114,11601,1322558
1268,liberado,114,11250,1282537
1585,alocado,114,11391,1298622
1586,alocado,114,10852,1237135
1269,liberado,114,10404,1186069
1587,alocado,114,10933,1246381
1270,liberado,114,10872,1239469
1557,liberado,114,11004,1254524
1588,alocado,114,11384,1297783
1375,liberado,114,11046,1259271
1589,alocado,115,10968,1261418
1274,liberado,115,10484,1205691
1590,alocado,115,10892,1252620
1407,liberado,115,10586,1217486
1275,liberado,116,10790,1251719
1591,alocado,116,11026,1279099
1276,liberado,116,10505,1218593
1592,alocado,116,10710,1242428
1593,alocado,116,10309,1195903
1505,liberado,116,10062,1167272
1594,alocado,116,10128,1174956
1595,alocado,116,9886,1146860
1278,liberado,116,9429,1093837
1596,alocado,116,9517,1104061
1440,liberado,116,9148,1061220
1597,alocado,116,9701,1125424
1279,liberado,116,9652,1119710
1598,alocado,116,9663,1120932
1599,alocado,116,9566,1109762
1280,liberado,116,9461,1097575
1600,alocado,116,9910,1149580
1281,liberado,116,9690,1124099
1601,alocado,116,10204,1183766
1284,liberado,116,10200,1183241
1602,alocado,116,10255,1189680
1603,alocado,116,9780,1134557
1286,liberado,116,9622,1116172
1604,alocado,116,9734,1129171
1605,alocado,116,9526,1105030
1287,liberado,116,9156,1062195
1288,liberado,116,9498,1101853
1289,liberado,116,9611,1114948
1606,alocado,116,9885,1146664
1290,liberado,116,9472,1098823
1291,liberado,115,9819,1129277
1607,alocado,115,10147,1166929
1292,liberado,115,9816,1128949
1608,alocado,115,9827,1130121
1293,liberado,115,9323,1072170
1294,liberado,115,9758,1122203
1609,alocado,115,9971,1146743
1299,liberado,115,9523,1095236
1300,liberado,115,10086,1159992
1610,alocado,115,10580,1216740
1611,alocado,115,10273,1181406
1612,alocado,115,9759,1122386
1301,liberado,115,9709,1116549
1302,liberado,115,10116,1163373
1613,alocado,115,10144,1166582
1333,liberado,115,9824,1129821
1467,liberado,116,10110,1172858
1303,liberado,116,10409,1207468
1304,liberado,116,10679,1238812
1305,liberado,116,11111,1288979
1614,alocado,116,11256,1305778
1306,liberado,116,10887,1262975
1615,alocado,116,11252,1305260
1307,liberado,116,10760,1248188
1308,liberado,116,10835,1256930
1616,alocado,116,11243,1304219
1408,liberado,116,11236,1303435
1309,liberado,117,11359,1329090
1310,liberado,117,11514,1347204
1311,liberado,117,11739,1373515
1312,liberado,117,11823,1383348
1617,alocado,117,11924,1395202
1618,alocado,117,11903,1392688
1619,alocado,117,11430,1337363
1313,liberado,117,11334,1326078
1314,liberado,117,11456,1340400
1620,alocado,117,11673,1365742
1382,liberado,117,11461,1340942
1315,liberado,116,11765,1364771
1621,alocado,115,11962,1375733
1317,liberado,115,11708,1346469
1318,liberado,115,11889,1367280
1480,liberado,115,11973,1376919
1319,liberado,115,12334,1418482
1622,alocado,115,12549,1443215
1320,liberado,115,12258,1409774
1623,alocado,115,12559,1444321
1624,alocado,115,12197,1402670
1625,alocado,115,12112,1392962
1322,liberado,115,12100,1391559
1626,alocado,115,12214,1404613
1627,alocado,115,11741,1350239
1324,liberado,115,11491,1321572
1628,alocado,115,11815,1358752
1629,alocado,115,11802,1357246
1630,alocado,115,11625,1336954
1631,alocado,115,11614,1335612
1632,alocado,115,11475,1319686
1633,alocado,115,11218,1290073
1634,alocado,115,10973,1261996
1325,liberado,115,10630,1222538
1635,alocado,115,10997,1264659
1328,liberado,115,10503,1207956
1329,liberado,115,10855,1248351
1330,liberado,114,11492,1310179
1331,liberado,115,11421,1313423
1636,alocado,115,11664,1341450
1332,liberado,115,11274,1296546
1637,alocado,115,11627,1337204
1334,liberado,115,11426,1314098
1638,alocado,115,11655,1340327
1639,alocado,115,11385,1309367
1640,alocado,115,11360,1306501
1641,alocado,115,10826,1245020
1642,alocado,115,10647,1224456
